filename,l_min,l_max,b_min,b_max
GaiaSource_606588-606610_p.csv.gz,292.863,295.43,-0.483,2.914
GaiaSource_606611-606630_p.csv.gz,292.586,294.664,0.077,2.017
GaiaSource_606631-606651_p.csv.gz,291.97,293.586,0.274,2.085
GaiaSource_606652-606675_p.csv.gz,292.003,294.542,0.676,2.772
GaiaSource_606706-606751_p.csv.gz,289.748,294.498,-2.713,3.942
GaiaSource_606752-606784_p.csv.gz,289.957,292.915,-2.384,0.557
GaiaSource_606785-606812_p.csv.gz,291.034,292.781,-1.034,0.983
GaiaSource_606813-606841_p.csv.gz,289.83,292.139,-0.869,1.523
GaiaSource_606842-606864_p.csv.gz,288.433,291.554,-2.079,1.522
GaiaSource_606865-606889_p.csv.gz,288.129,290.575,-1.697,0.514
GaiaSource_606890-606918_p.csv.gz,287.583,290.499,-1.29,1.277
GaiaSource_606919-606946_p.csv.gz,288.053,290.421,-0.403,2.038
GaiaSource_606947-606979_p.csv.gz,287.298,292.395,-0.933,3.507
GaiaSource_606980-607003_p.csv.gz,290.752,292.421,0.646,2.485
GaiaSource_607004-607030_p.csv.gz,289.619,291.84,0.644,2.855
GaiaSource_607031-607061_p.csv.gz,289.473,292.239,1.406,3.813
GaiaSource_607062-607099_p.csv.gz,289.255,291.765,2.165,4.63
GaiaSource_607100-607132_p.csv.gz,287.886,290.927,0.979,4.56
GaiaSource_607133-607170_p.csv.gz,287.014,290.039,1.287,4.296
GaiaSource_607171-607214_p.csv.gz,287.045,289.81,2.478,5.095
GaiaSource_607215-607251_p.csv.gz,286.851,296.624,-0.56,7.772
GaiaSource_607252-607288_p.csv.gz,293.869,296.474,2.051,4.404
GaiaSource_607289-607328_p.csv.gz,293.621,296.323,2.798,5.524
GaiaSource_607329-607371_p.csv.gz,292.286,295.312,2.498,6.034
GaiaSource_607372-607409_p.csv.gz,291.513,294.066,2.916,5.007
GaiaSource_607410-607458_p.csv.gz,291.118,293.96,3.669,6.512
GaiaSource_607459-607516_p.csv.gz,290.969,296.02,3.7,7.775
GaiaSource_607517-607584_p.csv.gz,292.969,295.869,5.038,8.526
GaiaSource_607585-607660_p.csv.gz,290.67,294.7,5.206,9.041
GaiaSource_607661-607748_p.csv.gz,289.217,294.124,3.476,10.281
GaiaSource_607749-607802_p.csv.gz,288.962,291.816,3.329,6.233
GaiaSource_607803-607871_p.csv.gz,288.417,291.623,4.463,8.112
GaiaSource_607872-607934_p.csv.gz,286.501,289.639,3.671,7.163
GaiaSource_607935-608023_p.csv.gz,286.07,291.314,5.193,9.639
GaiaSource_608024-608136_p.csv.gz,286.927,291.232,6.483,11.172
GaiaSource_608137-608263_p.csv.gz,282.079,291.877,-1.322,11.981
GaiaSource_608264-608321_p.csv.gz,285.264,288.565,-1.609,1.825
GaiaSource_608322-608356_p.csv.gz,285.733,288.248,-0.007,2.649
GaiaSource_608357-608404_p.csv.gz,283.73,287.575,-1.044,2.929
GaiaSource_608405-608470_p.csv.gz,282.904,286.492,-0.818,2.685
GaiaSource_608471-608519_p.csv.gz,282.703,287.846,0.127,4.81
GaiaSource_608520-608563_p.csv.gz,285.044,287.854,1.519,4.203
GaiaSource_608564-608616_p.csv.gz,284.53,287.698,2.638,5.75
GaiaSource_608617-608672_p.csv.gz,282.959,286.92,2.016,6.054
GaiaSource_608673-608730_p.csv.gz,282.194,285.744,2.527,6.002
GaiaSource_608731-608813_p.csv.gz,279.025,286.537,-1.035,6.824
GaiaSource_608814-608864_p.csv.gz,280.508,283.977,0.309,3.672
GaiaSource_608865-608918_p.csv.gz,279.261,283.314,-0.219,3.894
GaiaSource_608919-608969_p.csv.gz,278.641,282.021,-0.04,3.286
GaiaSource_608970-609024_p.csv.gz,278.305,283.243,0.985,5.694
GaiaSource_609085-609162_p.csv.gz,278.616,283.293,3.041,7.549
GaiaSource_609163-609233_p.csv.gz,277.964,281.433,3.247,6.625
GaiaSource_609234-609322_p.csv.gz,277.616,287.375,1.705,10.846
GaiaSource_609323-609433_p.csv.gz,282.525,287.051,5.265,9.578
GaiaSource_609569-609737_p.csv.gz,281.079,286.612,7.516,12.707
GaiaSource_609738-609889_p.csv.gz,277.791,285.459,5.394,13.368
GaiaSource_609890-610033_p.csv.gz,276.809,281.883,5.873,11.028
GaiaSource_610034-610240_p.csv.gz,276.258,282.598,7.653,13.98
GaiaSource_610241-610378_p.csv.gz,276.111,295.407,2.804,20.041
GaiaSource_610379-610507_p.csv.gz,290.042,295.095,8.232,12.315
GaiaSource_610508-610679_p.csv.gz,289.349,294.778,9.758,14.998
GaiaSource_610680-610874_p.csv.gz,286.419,293.317,9.077,16.547
GaiaSource_611078-611361_p.csv.gz,283.776,294.133,11.497,20.034
GaiaSource_611698-612120_p.csv.gz,283.047,292.942,14.605,22.966
GaiaSource_612493-612843_p.csv.gz,278.414,285.862,11.892,19.707
GaiaSource_612844-613193_p.csv.gz,274.856,284.134,11.02,19.76
GaiaSource_613194-613721_p.csv.gz,275.022,288.447,14.798,25.139
GaiaSource_613722-614400_p.csv.gz,263.992,291.995,0.458,30.086
GaiaSource_614401-614453_p.csv.gz,276.89,280.014,-0.151,2.997
GaiaSource_614517-614573_p.csv.gz,274.442,279.18,0.032,4.689
GaiaSource_614574-614635_p.csv.gz,274.098,277.695,1.336,4.867
GaiaSource_614636-614709_p.csv.gz,274.224,279.388,1.841,6.8
GaiaSource_614710-614807_p.csv.gz,274.256,279.011,3.826,8.452
GaiaSource_614808-614913_p.csv.gz,271.201,278.731,1.096,8.855
GaiaSource_614914-614985_p.csv.gz,272.395,276.233,0.484,4.354
GaiaSource_614986-615069_p.csv.gz,270.849,275.659,1.06,5.812
GaiaSource_615070-615174_p.csv.gz,269.28,275.452,1.206,7.288
GaiaSource_615175-615286_p.csv.gz,270.942,275.554,4.058,8.764
GaiaSource_615287-615411_p.csv.gz,268.99,274.167,4.1,9.303
GaiaSource_615412-615562_p.csv.gz,269.409,279.098,3.691,13.094
GaiaSource_615563-615758_p.csv.gz,271.898,278.492,7.366,13.559
GaiaSource_615759-616003_p.csv.gz,268.724,278.281,7.151,16.35
GaiaSource_616004-616247_p.csv.gz,267.625,274.827,7.528,14.504
GaiaSource_616248-616509_p.csv.gz,261.671,278.356,0.931,17.582
GaiaSource_616510-616636_p.csv.gz,266.421,271.657,1.211,6.423
GaiaSource_616637-616791_p.csv.gz,265.49,271.794,2.812,9.019
GaiaSource_616792-616964_p.csv.gz,262.741,271.6,2.086,10.894
GaiaSource_616965-617091_p.csv.gz,263.099,268.582,1.554,6.983
GaiaSource_617092-617222_p.csv.gz,261.381,267.817,2.025,8.456
GaiaSource_617390-617611_p.csv.gz,260.825,271.328,4.561,14.813
GaiaSource_617612-617932_p.csv.gz,262.843,271.576,9.055,17.389
GaiaSource_617933-618227_p.csv.gz,260.114,270.205,8.082,17.777
GaiaSource_618228-618632_p.csv.gz,259.363,278.421,6.978,24.922
GaiaSource_618633-619122_p.csv.gz,268.39,279.284,13.737,23.72
GaiaSource_619123-619779_p.csv.gz,265.558,280.473,15.07,27.459
GaiaSource_619780-620634_p.csv.gz,260.792,281.762,15.556,33.247
GaiaSource_620635-621285_p.csv.gz,259.7,272.285,14.443,25.835
GaiaSource_621286-622263_p.csv.gz,256.785,274.317,18.377,33.031
GaiaSource_622264-622838_p.csv.gz,225.278,290.417,-29.811,33.711
GaiaSource_622839-623577_p.csv.gz,263.684,274.261,-29.764,-19.311
GaiaSource_624012-624429_p.csv.gz,261.363,270.552,-21.467,-11.699
GaiaSource_624430-624950_p.csv.gz,255.389,273.066,-29.625,-10.818
GaiaSource_624951-625711_p.csv.gz,255.394,268.109,-29.396,-16.649
GaiaSource_625712-626103_p.csv.gz,256.417,265.503,-20.722,-11.253
GaiaSource_626104-626499_p.csv.gz,254.601,263.811,-20.826,-11.071
GaiaSource_626765-626947_p.csv.gz,261.893,268.402,-13.024,-6.581
GaiaSource_626948-627064_p.csv.gz,262.842,268.031,-9.041,-4.006
GaiaSource_627065-627169_p.csv.gz,261.399,266.7,-9.068,-3.875
GaiaSource_627170-627315_p.csv.gz,258.74,267.622,-12.858,-3.959
GaiaSource_627316-627468_p.csv.gz,258.414,265.092,-12.684,-5.979
GaiaSource_627469-627572_p.csv.gz,259.627,264.173,-8.47,-3.862
GaiaSource_627573-627676_p.csv.gz,258.204,263.293,-8.671,-3.528
GaiaSource_627677-627755_p.csv.gz,257.937,266.536,-8.364,0.113
GaiaSource_627756-627857_p.csv.gz,261.19,266.003,-4.856,0.079
GaiaSource_627858-628005_p.csv.gz,259.624,266.065,-4.748,1.964
GaiaSource_628006-628225_p.csv.gz,256.998,266.135,-4.385,4.841
GaiaSource_628226-628361_p.csv.gz,257.646,263.472,-5.106,0.501
GaiaSource_628362-628542_p.csv.gz,256.066,262.515,-4.411,2.304
GaiaSource_628543-628673_p.csv.gz,256.082,261.152,-1.212,4.112
GaiaSource_628674-628805_p.csv.gz,249.813,266.712,-12.492,4.151
GaiaSource_628806-628957_p.csv.gz,255.865,261.274,-12.279,-6.751
GaiaSource_628958-629063_p.csv.gz,255.716,260.983,-10.244,-4.429
GaiaSource_629064-629177_p.csv.gz,255.083,260.002,-8.223,-2.999
GaiaSource_629319-629486_p.csv.gz,252.309,257.841,-11.828,-6.256
GaiaSource_629487-629604_p.csv.gz,251.635,257.526,-9.831,-3.578
GaiaSource_629605-629725_p.csv.gz,250.822,255.892,-8.501,-3.371
GaiaSource_629726-629868_p.csv.gz,250.566,259.847,-8.333,1.403
GaiaSource_629869-629978_p.csv.gz,253.272,258.256,-4.793,0.304
GaiaSource_629979-630074_p.csv.gz,252.944,257.947,-3.046,2.334
GaiaSource_630075-630172_p.csv.gz,252.694,257.394,-0.821,4.12
GaiaSource_630173-630270_p.csv.gz,251.32,256.123,-0.875,3.931
GaiaSource_630271-630379_p.csv.gz,249.265,257.375,-4.905,3.19
GaiaSource_630380-630505_p.csv.gz,249.267,254.486,-5.081,0.244
GaiaSource_630506-630589_p.csv.gz,249.26,254.205,-3.356,2.108
GaiaSource_630590-630677_p.csv.gz,249.013,253.672,-1.119,3.889
GaiaSource_630678-630770_p.csv.gz,248.102,252.411,-1.222,3.302
GaiaSource_630771-631532_p.csv.gz,235.866,269.471,-29.072,3.184
GaiaSource_631533-632079_p.csv.gz,249.215,259.316,-25.631,-13.363
GaiaSource_632080-632397_p.csv.gz,248.049,257.336,-19.63,-9.724
GaiaSource_632398-632773_p.csv.gz,246.452,254.976,-19.348,-11.029
GaiaSource_632774-633519_p.csv.gz,241.823,259.069,-28.148,-11.415
GaiaSource_633520-634142_p.csv.gz,241.997,252.19,-26.33,-13.49
GaiaSource_634143-634585_p.csv.gz,240.423,249.653,-21.856,-11.227
GaiaSource_634586-634942_p.csv.gz,238.12,254.909,-21.792,-4.632
GaiaSource_634943-635126_p.csv.gz,248.374,254.004,-12.332,-6.596
GaiaSource_635127-635254_p.csv.gz,247.827,253.718,-10.193,-3.883
GaiaSource_635255-635388_p.csv.gz,246.648,252.054,-9.01,-3.697
GaiaSource_635389-635594_p.csv.gz,244.188,252.766,-13.666,-4.66
GaiaSource_635595-635734_p.csv.gz,244.547,249.984,-11.395,-4.837
GaiaSource_635735-635854_p.csv.gz,243.962,248.633,-9.723,-4.365
GaiaSource_635855-635975_p.csv.gz,243.275,252.015,-9.344,0.118
GaiaSource_635976-636097_p.csv.gz,246.232,251.087,-5.608,-0.103
GaiaSource_636098-636197_p.csv.gz,245.63,250.514,-3.881,1.663
GaiaSource_636198-636289_p.csv.gz,245.627,250.278,-1.424,3.439
GaiaSource_636290-636389_p.csv.gz,244.489,249.178,-2.05,2.771
GaiaSource_636390-636486_p.csv.gz,242.04,250.188,-5.942,2.611
GaiaSource_636487-636583_p.csv.gz,242.785,247.428,-6.061,-0.744
GaiaSource_636584-636680_p.csv.gz,241.441,246.837,-5.831,0.484
GaiaSource_636681-636777_p.csv.gz,242.697,247.068,-2.221,2.438
GaiaSource_636778-636878_p.csv.gz,241.488,246.019,-2.864,2.256
GaiaSource_637025-637220_p.csv.gz,240.572,247.053,-13.94,-6.758
GaiaSource_637221-637342_p.csv.gz,240.65,245.374,-10.22,-5.041
GaiaSource_637343-637506_p.csv.gz,237.516,245.767,-14.448,-5.494
GaiaSource_637507-637735_p.csv.gz,237.0,243.411,-14.986,-7.723
GaiaSource_637736-637891_p.csv.gz,236.814,241.772,-11.796,-5.999
GaiaSource_637892-638007_p.csv.gz,236.167,244.416,-11.114,-2.011
GaiaSource_638008-638113_p.csv.gz,239.294,243.819,-6.799,-1.548
GaiaSource_638114-638222_p.csv.gz,237.895,243.386,-6.827,-0.341
GaiaSource_638223-638320_p.csv.gz,239.14,243.325,-2.965,1.651
GaiaSource_638321-638428_p.csv.gz,237.666,242.427,-3.745,1.587
GaiaSource_638429-638540_p.csv.gz,234.985,243.104,-7.705,1.238
GaiaSource_638541-638665_p.csv.gz,235.553,240.255,-8.242,-2.503
GaiaSource_638666-638793_p.csv.gz,234.981,240.018,-6.517,-0.177
GaiaSource_638794-638914_p.csv.gz,234.442,239.192,-4.774,1.025
GaiaSource_638915-639040_p.csv.gz,233.943,264.524,-12.058,18.287
GaiaSource_639041-639169_p.csv.gz,258.794,263.975,2.211,7.509
GaiaSource_639170-639338_p.csv.gz,257.794,264.366,4.025,10.679
GaiaSource_639339-639525_p.csv.gz,254.82,263.978,2.541,11.755
GaiaSource_639526-639660_p.csv.gz,255.056,260.501,2.138,7.752
GaiaSource_639661-639827_p.csv.gz,254.085,260.418,3.483,10.235
GaiaSource_639828-640055_p.csv.gz,253.158,263.021,5.063,14.991
GaiaSource_640056-640426_p.csv.gz,255.291,264.585,9.511,18.545
GaiaSource_640427-640791_p.csv.gz,252.585,262.687,8.694,18.66
GaiaSource_640792-641083_p.csv.gz,246.536,263.857,2.342,19.635
GaiaSource_641084-641210_p.csv.gz,251.362,256.479,2.256,7.73
GaiaSource_641211-641376_p.csv.gz,250.108,256.869,3.688,10.919
GaiaSource_641377-641556_p.csv.gz,247.627,256.477,2.607,11.735
GaiaSource_641678-641805_p.csv.gz,246.573,252.571,2.306,8.784
GaiaSource_641806-641987_p.csv.gz,246.88,252.596,5.094,11.092
GaiaSource_641988-642278_p.csv.gz,246.535,256.317,5.7,15.861
GaiaSource_642279-642709_p.csv.gz,245.55,255.963,8.799,19.509
GaiaSource_642710-643213_p.csv.gz,243.021,263.526,6.676,26.959
GaiaSource_643214-644005_p.csv.gz,250.881,264.139,15.537,27.81
GaiaSource_644006-645213_p.csv.gz,244.808,266.33,16.855,36.038
GaiaSource_645214-646044_p.csv.gz,243.152,256.696,14.751,27.688
GaiaSource_646045-647186_p.csv.gz,231.108,265.525,2.187,35.884
GaiaSource_647187-647310_p.csv.gz,244.422,249.645,1.529,7.013
GaiaSource_647311-647432_p.csv.gz,242.968,248.888,1.741,8.29
GaiaSource_647433-647615_p.csv.gz,243.251,249.035,4.473,10.62
GaiaSource_647616-647753_p.csv.gz,240.072,248.701,1.033,10.309
GaiaSource_647754-647868_p.csv.gz,240.504,245.441,0.647,6.363
GaiaSource_647869-648021_p.csv.gz,239.763,245.777,2.149,9.329
GaiaSource_648022-648217_p.csv.gz,238.572,248.042,3.509,13.933
GaiaSource_648218-648584_p.csv.gz,240.415,249.932,8.152,17.882
GaiaSource_648585-648919_p.csv.gz,237.865,247.521,7.083,17.556
GaiaSource_648920-649247_p.csv.gz,232.535,248.832,0.781,17.935
GaiaSource_649248-649372_p.csv.gz,237.294,242.395,-0.006,5.545
GaiaSource_649373-649501_p.csv.gz,235.863,241.982,0.082,7.339
GaiaSource_649502-649674_p.csv.gz,236.107,241.6,2.984,9.136
GaiaSource_649675-649818_p.csv.gz,233.024,241.429,-0.726,8.666
GaiaSource_649819-649955_p.csv.gz,232.916,238.111,-1.263,4.613
GaiaSource_649956-650112_p.csv.gz,231.93,238.555,0.512,8.175
GaiaSource_650113-650281_p.csv.gz,231.518,240.715,1.669,12.283
GaiaSource_650282-650577_p.csv.gz,234.277,241.876,6.81,15.415
GaiaSource_650578-650892_p.csv.gz,231.083,240.875,5.818,17.056
GaiaSource_650893-651194_p.csv.gz,229.668,237.738,6.176,15.412
GaiaSource_651195-651902_p.csv.gz,230.467,249.835,6.935,27.458
GaiaSource_651903-652954_p.csv.gz,232.386,250.713,15.022,33.315
GaiaSource_652955-653825_p.csv.gz,228.579,247.624,13.308,32.575
GaiaSource_653826-654537_p.csv.gz,227.183,241.602,12.538,28.035
GaiaSource_654538-655527_p.csv.gz,26.979,302.944,-27.126,23.427
GaiaSource_655528-655957_p.csv.gz,300.88,312.363,-26.528,-18.562
GaiaSource_655958-656309_p.csv.gz,300.559,310.895,-24.094,-17.125
GaiaSource_656310-656666_p.csv.gz,305.268,315.437,-25.682,-16.187
GaiaSource_656667-656981_p.csv.gz,308.767,318.474,-24.855,-15.382
GaiaSource_656982-657200_p.csv.gz,308.659,315.883,-21.267,-14.511
GaiaSource_657201-657385_p.csv.gz,311.964,318.083,-19.861,-14.004
GaiaSource_657386-657672_p.csv.gz,299.013,316.766,-23.261,-9.914
GaiaSource_657673-657875_p.csv.gz,304.572,310.166,-19.129,-14.116
GaiaSource_657876-658106_p.csv.gz,299.621,309.754,-19.25,-12.805
GaiaSource_658107-658282_p.csv.gz,301.22,309.061,-16.269,-11.823
GaiaSource_658283-658406_p.csv.gz,304.143,309.134,-14.766,-10.318
GaiaSource_658407-658556_p.csv.gz,305.384,314.735,-18.076,-9.844
GaiaSource_658557-658686_p.csv.gz,308.261,313.68,-16.411,-10.953
GaiaSource_658687-658813_p.csv.gz,310.823,317.071,-16.727,-10.719
GaiaSource_658814-658913_p.csv.gz,311.67,316.63,-14.908,-9.98
GaiaSource_658914-659011_p.csv.gz,308.005,316.358,-15.649,-7.633
GaiaSource_659012-659103_p.csv.gz,308.088,313.124,-13.212,-8.904
GaiaSource_659104-659182_p.csv.gz,307.936,312.43,-12.101,-8.073
GaiaSource_659183-659256_p.csv.gz,309.938,314.914,-12.449,-8.033
GaiaSource_659257-659320_p.csv.gz,312.647,316.442,-11.719,-8.061
GaiaSource_659321-659380_p.csv.gz,311.217,315.817,-11.246,-6.975
GaiaSource_659381-659428_p.csv.gz,312.379,315.948,-9.847,-6.565
GaiaSource_659429-659576_p.csv.gz,308.868,327.394,-23.966,-6.164
GaiaSource_659577-659831_p.csv.gz,314.961,322.592,-23.499,-16.593
GaiaSource_659832-660031_p.csv.gz,315.124,323.645,-21.771,-13.708
GaiaSource_660032-660183_p.csv.gz,315.151,320.851,-18.805,-13.207
GaiaSource_660184-660327_p.csv.gz,316.714,322.902,-18.517,-12.386
GaiaSource_660328-660443_p.csv.gz,318.247,323.274,-17.005,-12.109
GaiaSource_660444-660617_p.csv.gz,317.515,327.388,-22.003,-11.819
GaiaSource_660618-660792_p.csv.gz,321.45,327.383,-21.273,-15.297
GaiaSource_660793-660949_p.csv.gz,323.909,329.032,-20.372,-14.924
GaiaSource_660950-661077_p.csv.gz,321.179,329.08,-19.037,-11.77
GaiaSource_661078-661176_p.csv.gz,321.282,326.372,-16.423,-11.249
GaiaSource_661177-661263_p.csv.gz,322.605,327.9,-15.933,-10.466
GaiaSource_661264-661367_p.csv.gz,324.755,329.11,-15.855,-11.836
GaiaSource_661368-661443_p.csv.gz,324.263,328.583,-14.33,-10.103
GaiaSource_661444-661522_p.csv.gz,315.626,329.551,-18.179,-4.868
GaiaSource_661523-661619_p.csv.gz,315.555,319.881,-14.953,-10.742
GaiaSource_661620-661694_p.csv.gz,314.958,319.809,-13.922,-9.286
GaiaSource_661695-661758_p.csv.gz,316.474,320.113,-12.358,-8.717
GaiaSource_661759-661836_p.csv.gz,317.133,322.211,-14.035,-9.119
GaiaSource_661837-661903_p.csv.gz,318.684,323.54,-13.239,-8.494
GaiaSource_661904-661956_p.csv.gz,318.616,322.042,-11.354,-8.008
GaiaSource_661957-662006_p.csv.gz,319.954,323.02,-10.829,-7.816
GaiaSource_662007-662059_p.csv.gz,314.785,322.676,-12.663,-4.739
GaiaSource_662060-662107_p.csv.gz,315.789,319.308,-10.344,-7.133
GaiaSource_662108-662148_p.csv.gz,315.313,319.718,-10.144,-5.86
GaiaSource_662149-662187_p.csv.gz,314.76,317.647,-8.796,-6.058
GaiaSource_662188-662221_p.csv.gz,315.541,318.483,-8.126,-5.539
GaiaSource_662222-662253_p.csv.gz,316.609,319.313,-7.772,-5.305
GaiaSource_662254-662287_p.csv.gz,316.439,321.304,-9.428,-4.8
GaiaSource_662288-662326_p.csv.gz,318.448,321.277,-9.102,-6.403
GaiaSource_662327-662364_p.csv.gz,319.252,322.496,-9.014,-5.915
GaiaSource_662365-662396_p.csv.gz,320.05,322.701,-8.215,-5.584
GaiaSource_662397-662426_p.csv.gz,318.358,322.375,-8.355,-4.314
GaiaSource_662427-662453_p.csv.gz,318.253,320.78,-6.884,-4.424
GaiaSource_662454-662480_p.csv.gz,319.065,321.846,-6.799,-4.221
GaiaSource_662481-662505_p.csv.gz,320.004,322.566,-6.396,-3.96
GaiaSource_662506-662535_p.csv.gz,317.737,327.147,-12.448,-3.245
GaiaSource_662536-662597_p.csv.gz,321.569,325.252,-12.577,-8.965
GaiaSource_662598-662653_p.csv.gz,323.084,326.44,-11.794,-8.503
GaiaSource_662654-662699_p.csv.gz,321.255,325.553,-11.006,-6.761
GaiaSource_662700-662740_p.csv.gz,322.39,325.357,-9.792,-6.887
GaiaSource_662741-662776_p.csv.gz,323.297,326.238,-9.326,-6.418
GaiaSource_662777-662825_p.csv.gz,323.025,328.089,-11.429,-6.383
GaiaSource_662826-662874_p.csv.gz,325.282,328.687,-10.931,-7.511
GaiaSource_662875-662916_p.csv.gz,325.13,329.281,-10.492,-6.403
GaiaSource_662917-662951_p.csv.gz,324.839,327.476,-8.956,-6.345
GaiaSource_662952-662980_p.csv.gz,325.088,328.183,-8.592,-5.516
GaiaSource_662981-663011_p.csv.gz,326.353,328.981,-8.326,-5.721
GaiaSource_663012-663035_p.csv.gz,326.609,328.683,-7.22,-5.16
GaiaSource_663036-663068_p.csv.gz,321.699,328.67,-9.805,-2.765
GaiaSource_663069-663097_p.csv.gz,321.633,324.276,-7.555,-4.926
GaiaSource_663098-663125_p.csv.gz,322.418,325.474,-7.703,-4.744
GaiaSource_663126-663150_p.csv.gz,323.197,325.719,-7.025,-4.562
GaiaSource_663151-663171_p.csv.gz,321.827,325.806,-7.213,-3.204
GaiaSource_663172-663195_p.csv.gz,321.786,323.918,-6.008,-3.886
GaiaSource_663196-663215_p.csv.gz,321.474,323.876,-5.497,-3.167
GaiaSource_663216-663234_p.csv.gz,322.27,324.798,-5.26,-2.823
GaiaSource_663235-663252_p.csv.gz,323.369,325.166,-5.271,-3.514
GaiaSource_663253-663268_p.csv.gz,323.329,325.735,-5.046,-2.693
GaiaSource_663269-663283_p.csv.gz,323.29,325.022,-4.178,-2.476
GaiaSource_663298-663321_p.csv.gz,324.918,327.136,-6.915,-4.696
GaiaSource_663322-663340_p.csv.gz,324.744,327.117,-6.244,-3.902
GaiaSource_663341-663357_p.csv.gz,325.381,327.222,-5.435,-3.597
GaiaSource_663358-663376_p.csv.gz,325.649,328.223,-6.235,-3.695
GaiaSource_663377-663395_p.csv.gz,326.556,328.93,-5.862,-3.505
GaiaSource_663396-663412_p.csv.gz,326.537,328.302,-4.995,-3.245
GaiaSource_663413-663427_p.csv.gz,324.963,328.89,-5.869,-1.915
GaiaSource_663428-663442_p.csv.gz,324.933,326.652,-4.541,-2.842
GaiaSource_663443-663456_p.csv.gz,325.039,327.296,-4.371,-2.134
GaiaSource_663457-663469_p.csv.gz,324.749,326.322,-3.519,-1.941
GaiaSource_663470-663481_p.csv.gz,325.26,326.979,-3.32,-1.621
GaiaSource_663482-663494_p.csv.gz,325.414,328.071,-4.035,-1.451
GaiaSource_663495-663507_p.csv.gz,326.489,328.199,-3.867,-2.17
GaiaSource_663508-663520_p.csv.gz,326.599,328.843,-3.7,-1.468
GaiaSource_663521-663534_p.csv.gz,326.311,327.887,-2.836,-1.256
GaiaSource_663535-663550_p.csv.gz,326.895,328.663,-2.637,-0.854
GaiaSource_663551-663715_p.csv.gz,295.408,328.37,-18.91,7.776
GaiaSource_663716-663836_p.csv.gz,299.013,306.497,-13.156,-9.846
GaiaSource_663837-663930_p.csv.gz,303.884,308.422,-12.339,-8.437
GaiaSource_663931-664012_p.csv.gz,303.54,307.959,-11.502,-8.053
GaiaSource_664013-664087_p.csv.gz,298.413,308.133,-12.903,-7.008
GaiaSource_664088-664184_p.csv.gz,298.787,303.624,-12.073,-8.42
GaiaSource_664185-664279_p.csv.gz,298.637,303.352,-11.35,-7.672
GaiaSource_664280-664345_p.csv.gz,300.836,305.722,-9.659,-6.651
GaiaSource_664346-664397_p.csv.gz,303.248,306.621,-9.044,-6.556
GaiaSource_664398-664442_p.csv.gz,305.129,307.673,-7.726,-5.557
GaiaSource_664443-664489_p.csv.gz,302.972,307.262,-8.373,-5.065
GaiaSource_664490-664526_p.csv.gz,302.933,306.26,-6.947,-5.067
GaiaSource_664527-664559_p.csv.gz,304.812,307.241,-6.155,-4.4
GaiaSource_664560-664604_p.csv.gz,305.219,311.478,-10.626,-3.75
GaiaSource_664605-664665_p.csv.gz,307.62,311.941,-10.382,-6.791
GaiaSource_664666-664718_p.csv.gz,307.464,312.138,-9.615,-5.625
GaiaSource_664719-664761_p.csv.gz,307.304,309.987,-8.269,-5.912
GaiaSource_664762-664801_p.csv.gz,308.218,311.737,-8.0,-5.002
GaiaSource_664802-664837_p.csv.gz,308.931,313.613,-8.582,-4.484
GaiaSource_664838-664881_p.csv.gz,311.085,313.89,-8.503,-5.919
GaiaSource_664882-664918_p.csv.gz,312.094,315.378,-8.016,-5.3
GaiaSource_664919-664949_p.csv.gz,312.97,315.61,-7.29,-4.872
GaiaSource_664950-664984_p.csv.gz,311.07,315.369,-7.72,-3.652
GaiaSource_664985-665011_p.csv.gz,310.919,313.329,-6.309,-4.208
GaiaSource_665012-665034_p.csv.gz,311.805,314.451,-5.969,-3.739
GaiaSource_665035-665056_p.csv.gz,313.0,315.337,-5.55,-3.417
GaiaSource_665057-665076_p.csv.gz,312.749,314.72,-5.103,-3.282
GaiaSource_665077-665101_p.csv.gz,307.146,315.176,-8.705,-1.076
